UserID,PostureScore,AlertTriggered,AlertTriggeredDate
2152,67.0,Yes,2025-02-15
1844,,No,
2085,97.0,Yes,2025-03-12
1581,70.0,Yes,2025-11-05
1192,91.0,Yes,2025-03-18
1746,63.0,Yes,2025-09-12
1760,94.0,Yes,2025-04-15
2250,56.0,No,
1143,59.0,No,
1009,79.0,Yes,2025-09-30
2366,97.0,No,
1634,79.0,Yes,2025-08-28
1970,52.0,No,
1151,88.0,No,
1957,51.0,No,
2283,59.0,No,
2495,67.0,Yes,2025-12-12
1718,99.0,Yes,2025-12-03
1393,86.0,Yes,2025-11-27
1235,,No,
1705,97.0,Yes,2025-01-20
2438,87.0,Yes,2025-08-10
1468,64.0,No,
2088,56.0,Yes,2025-05-28
2380,100.0,Yes,
1890,53.0,Yes,2025-07-07
1055,59.0,Yes,2025-08-05
1931,91.0,No,
2296,73.0,No,
1757,75.0,Yes,2025-09-04
1889,52.0,No,
1522,63.0,Yes,2025-07-12
1908,72.0,Yes,2025-09-25
2484,86.0,No,
1865,55.0,No,
1040,91.0,No,
2398,,Yes,2025-06-12
2468,73.0,Yes,2025-01-26
1844,87.0,No,
1017,83.0,No,
2304,63.0,Yes,
1304,86.0,Yes,2025-03-25
1455,62.0,No,
2453,91.0,Yes,2025-05-03
1364,55.0,No,
1157,65.0,No,
1549,51.0,No,
1933,55.0,No,
1315,51.0,Yes,2025-06-06
2186,,No,
2261,72.0,Yes,2025-04-15
2239,68.0,Yes,
1380,100.0,No,
1156,50.0,Yes,2025-12-20
2046,92.0,No,
1473,83.0,No,
1209,61.0,Yes,2025-06-08
1774,99.0,No,
2425,56.0,Yes,2025-08-08
2233,99.0,No,
1610,57.0,Yes,2025-08-18
2110,53.0,No,
1889,56.0,Yes,2025-09-09
2122,97.0,Yes,2025-09-11
1792,68.0,Yes,2025-05-22
1576,95.0,Yes,2025-10-10
2246,59.0,No,
1325,84.0,No,
2357,78.0,No,
2415,83.0,Yes,2025-05-27
1455,81.0,Yes,2025-10-25
2156,61.0,Yes,2025-07-12
1609,59.0,No,
1839,,Yes,2025-01-24
1371,67.0,Yes,2025-11-09
2477,54.0,Yes,2025-03-12
1790,56.0,Yes,2025-05-30
2016,54.0,No,
1484,66.0,Yes,2025-08-16
1394,99.0,Yes,2025-02-22
2229,91.0,No,
1078,70.0,Yes,2025-02-25
1072,54.0,No,
1758,70.0,No,
1495,63.0,No,
1334,53.0,Yes,2025-07-11
2248,53.0,No,
1645,62.0,Yes,2025-03-15
1339,92.0,No,
1500,98.0,Yes,2025-02-25
1500,57.0,Yes,2025-03-09
1819,51.0,No,
1983,80.0,No,
1112,64.0,Yes,2025-02-19
1005,50.0,No,
1848,85.0,No,
2293,97.0,No,
1330,86.0,No,
1639,88.0,Yes,2025-08-19
1250,89.0,Yes,2025-11-20
1426,92.0,Yes,2025-02-12
1389,72.0,No,
1224,93.0,No,
2214,83.0,No,
2432,84.0,Yes,2025-01-06
2045,100.0,No,
1348,70.0,No,
1283,50.0,Yes,2025-08-02
1845,97.0,Yes,2025-11-24
1950,62.0,No,
1093,81.0,Yes,2025-03-09
2210,66.0,No,
1751,98.0,Yes,2025-09-30
1489,79.0,Yes,2025-10-07
2362,90.0,Yes,2025-01-29
1344,79.0,No,
2036,77.0,Yes,2025-09-02
1261,,Yes,2025-04-17
1093,72.0,Yes,2025-08-08
1205,80.0,No,
2429,75.0,No,
1170,61.0,Yes,2025-09-24
1180,70.0,Yes,2025-08-06
1795,79.0,Yes,2025-07-27
2021,50.0,Yes,2025-04-27
1290,70.0,Yes,2025-11-21
2345,93.0,Yes,2025-04-07
1595,70.0,No,
2088,59.0,Yes,2025-12-21
2273,50.0,No,
1303,92.0,Yes,2025-01-24
2362,87.0,No,
1765,94.0,Yes,2025-03-29
1702,53.0,Yes,2025-01-21
1792,69.0,Yes,2025-09-01
1954,64.0,No,
1506,57.0,Yes,2025-09-17
1098,80.0,No,
1320,64.0,Yes,2025-02-13
1730,87.0,No,
2498,71.0,Yes,2025-12-01
1974,89.0,No,
1231,,No,
1600,64.0,No,
1969,72.0,Yes,2025-07-14
1610,81.0,Yes,2025-04-08
1845,84.0,Yes,2025-12-23
1530,74.0,No,
2441,59.0,Yes,2025-02-19
1449,55.0,No,
1064,81.0,No,
2449,75.0,Yes,2025-05-01
1675,85.0,Yes,2025-09-11
2482,52.0,Yes,2025-08-25
2083,55.0,No,
2096,85.0,Yes,2025-01-23
1975,75.0,Yes,2025-12-01
1635,63.0,No,
2163,83.0,Yes,2025-04-17
1773,91.0,Yes,2025-04-02
1251,71.0,No,
1788,87.0,No,
1242,54.0,Yes,2025-02-04
1107,93.0,No,
1851,93.0,Yes,2025-02-27
2356,82.0,Yes,2025-11-04
2265,77.0,Yes,2025-04-04
1998,67.0,No,
1029,79.0,No,
1681,93.0,Yes,2025-02-21
2356,90.0,No,
1348,68.0,No,
1974,92.0,Yes,2025-09-08
1834,93.0,Yes,2025-02-14
2215,80.0,No,
1336,57.0,No,
2291,64.0,No,
2435,100.0,Yes,
2352,82.0,Yes,2025-09-28
2460,79.0,Yes,2025-02-28
1860,67.0,Yes,2025-05-31
2096,94.0,No,
1218,87.0,No,
1912,81.0,No,
1588,84.0,No,
2436,98.0,No,
1822,96.0,Yes,2025-03-04
1236,67.0,No,
2111,56.0,No,
1934,,No,
2351,86.0,Yes,2025-02-15
2045,62.0,No,
1248,96.0,No,
1464,99.0,No,
1493,95.0,No,
1209,67.0,No,
2291,98.0,No,
1402,67.0,Yes,2025-12-17
2301,81.0,Yes,2025-05-12
1832,71.0,Yes,2025-03-09
2200,97.0,Yes,2025-06-07
2285,74.0,No,
1095,82.0,No,
1126,94.0,Yes,2025-03-20
2369,56.0,No,
2293,73.0,Yes,2025-10-28
1291,58.0,No,
1113,77.0,No,
1439,82.0,Yes,2025-10-06
2311,88.0,Yes,2025-02-18
1972,89.0,No,
1373,54.0,Yes,2025-12-20
1955,93.0,No,
1097,76.0,Yes,2025-05-17
2347,74.0,No,
2482,60.0,No,
1594,93.0,No,
1751,79.0,Yes,2025-10-10
1497,63.0,Yes,2025-07-03
1595,64.0,Yes,2025-10-15
1807,93.0,No,
2269,72.0,Yes,2025-12-19
1728,68.0,Yes,2025-04-01
1044,,No,
1183,65.0,No,
1610,56.0,No,
1764,93.0,Yes,2025-06-24
1071,71.0,Yes,2025-04-02
1965,61.0,Yes,2025-07-24
1197,74.0,Yes,2025-07-29
1797,53.0,Yes,2025-10-17
2270,75.0,No,
2102,88.0,Yes,2025-04-30
1219,66.0,No,
1627,91.0,Yes,2025-02-13
1004,94.0,Yes,2025-08-11
1424,,Yes,2025-12-13
2438,98.0,Yes,2025-09-17
2244,64.0,Yes,2025-06-21
1646,94.0,Yes,2025-11-17
1400,72.0,Yes,2025-11-09
2339,58.0,Yes,2025-02-15
2149,57.0,No,
1040,87.0,No,
1623,96.0,No,
2332,78.0,Yes,2025-01-02
2462,89.0,Yes,2025-01-23
2216,70.0,No,
2349,58.0,No,
1087,90.0,Yes,2025-07-26
1398,63.0,Yes,2025-07-13
1323,74.0,Yes,2025-07-24
1888,87.0,Yes,2025-03-29
1837,82.0,Yes,2025-04-14
1061,51.0,No,
2168,,Yes,2025-12-15
2215,80.0,No,
2361,91.0,Yes,2025-12-26
1277,75.0,No,
1747,56.0,No,
1740,63.0,Yes,
2275,68.0,Yes,2025-09-12
2111,99.0,Yes,2025-03-11
1074,97.0,No,
2359,83.0,No,
1768,90.0,Yes,2025-09-06
1133,69.0,No,
1414,51.0,No,
1496,88.0,Yes,2025-05-21
2168,77.0,Yes,2025-05-19
1492,85.0,Yes,2025-12-03
1738,70.0,Yes,2025-04-17
1620,88.0,Yes,2025-10-15
2493,51.0,Yes,2025-08-12
2048,100.0,Yes,
1608,73.0,No,
1987,74.0,No,
1316,,Yes,2025-12-28
1528,86.0,Yes,2025-02-10
2419,99.0,Yes,2025-08-23
2052,87.0,Yes,2025-04-11
1694,57.0,No,
1426,62.0,Yes,2025-10-07
2372,73.0,No,
1138,64.0,No,
2197,97.0,Yes,2025-07-20
1882,61.0,Yes,2025-08-15
2450,,Yes,2025-10-26
2213,,Yes,2025-09-25
1656,88.0,No,
2020,71.0,No,
1353,79.0,No,
1839,51.0,No,
2477,54.0,No,
1021,71.0,Yes,2025-04-11
1038,57.0,No,
2055,65.0,Yes,2025-11-01
2292,58.0,Yes,2025-10-29
1388,70.0,Yes,2025-09-28
2381,,Yes,2025-08-26
2133,64.0,Yes,2025-09-29
2215,97.0,Yes,2025-11-28
2324,,Yes,2025-07-21
1243,94.0,Yes,2025-03-17
1164,96.0,Yes,2025-05-17
1235,99.0,No,
1289,99.0,Yes,2025-07-21
1808,74.0,No,
1359,,Yes,2025-06-01
1682,57.0,Yes,2025-06-23
2394,77.0,No,
2453,76.0,Yes,2025-06-06
2452,96.0,No,
2142,55.0,No,
2271,86.0,Yes,
1088,74.0,No,
1678,62.0,No,
1453,99.0,No,
1606,97.0,No,
1519,98.0,No,
2477,50.0,Yes,2025-12-06
1816,98.0,Yes,2025-03-24
1825,59.0,No,
2030,62.0,Yes,2025-10-25
2195,90.0,Yes,2025-01-14
1719,56.0,No,
1778,71.0,No,
2134,75.0,Yes,2025-02-20
2120,,No,
2316,57.0,Yes,
1480,67.0,No,
2201,86.0,No,
1435,83.0,No,
1724,58.0,Yes,2025-05-15
2273,74.0,Yes,2025-08-23
2146,81.0,Yes,2025-02-08
2332,55.0,No,
2080,55.0,Yes,2025-10-09
1275,,Yes,2025-12-06
1673,95.0,Yes,2025-05-10
2293,,No,
2435,,No,
1991,84.0,No,
1451,74.0,Yes,2025-06-01
1847,94.0,Yes,2025-11-10
1642,86.0,Yes,2025-06-01
1588,86.0,No,
1097,52.0,No,
1090,74.0,No,
2372,65.0,No,
1494,81.0,No,
2372,70.0,Yes,2025-12-30
1517,60.0,Yes,2025-04-16
2000,99.0,No,
1189,92.0,Yes,2025-10-14
1181,70.0,No,
1028,61.0,No,
1988,51.0,Yes,2025-02-23
1500,54.0,No,
1490,61.0,Yes,2025-05-20
1714,64.0,No,
2022,92.0,Yes,2025-05-05
2380,59.0,Yes,
2382,62.0,No,
1798,75.0,Yes,2025-02-07
2460,72.0,No,
2383,87.0,No,
1309,81.0,Yes,2025-12-10
1382,72.0,Yes,2025-02-18
2398,89.0,No,
1868,84.0,No,
1149,85.0,No,
1613,95.0,Yes,2025-12-05
1516,76.0,Yes,2025-10-27
2461,58.0,Yes,2025-11-26
1447,85.0,No,
1139,81.0,Yes,2025-07-23
1552,73.0,No,
1492,64.0,No,
1942,96.0,Yes,2025-09-15
1998,57.0,Yes,2025-05-29
2110,84.0,No,
2003,50.0,No,
2419,92.0,Yes,2025-04-08
1223,60.0,No,
1898,75.0,No,
1351,62.0,No,
2041,53.0,Yes,2025-09-25
2170,53.0,No,
1667,51.0,Yes,2025-05-12
2081,55.0,Yes,2025-05-09
1067,92.0,No,
2206,57.0,Yes,2025-01-23
1616,69.0,No,
1687,88.0,Yes,2025-04-10
1764,56.0,No,
1671,69.0,Yes,2025-02-07
1013,94.0,No,
2198,56.0,Yes,2025-08-20
1514,84.0,No,
2032,99.0,No,
2369,87.0,Yes,2025-11-26
1212,,No,
1531,,No,
1709,61.0,No,
1895,65.0,Yes,2025-06-29
2136,83.0,No,
2456,77.0,Yes,2025-10-15
1402,62.0,Yes,2025-11-22
1546,72.0,Yes,2025-12-07
1902,,Yes,2025-10-02
2080,98.0,No,
1419,75.0,No,
1612,69.0,No,
2207,72.0,Yes,2025-06-24
1592,87.0,Yes,2025-01-31
1881,,Yes,2025-04-05
1537,83.0,Yes,2025-02-08
1931,79.0,No,
1822,86.0,Yes,2025-03-30
1551,,Yes,2025-02-28
1486,76.0,Yes,2025-10-15
2407,90.0,Yes,2025-11-24
1770,56.0,No,
1444,79.0,Yes,2025-03-18
2339,59.0,Yes,2025-12-03
2357,60.0,Yes,2025-02-24
1321,78.0,Yes,2025-10-31
1767,96.0,No,
2094,94.0,Yes,2025-01-08
2241,60.0,Yes,2025-09-24
2051,76.0,Yes,2025-07-31
1528,86.0,No,
2444,74.0,No,
1699,69.0,No,
1118,81.0,No,
1148,71.0,Yes,2025-05-09
1314,56.0,Yes,2025-05-16
1640,63.0,Yes,2025-12-21
2353,95.0,Yes,2025-06-01
1770,88.0,Yes,2025-08-24
1510,65.0,Yes,2025-06-03
1242,76.0,No,
1741,74.0,Yes,2025-04-14
1577,70.0,No,
1359,88.0,No,
1766,62.0,No,
1245,88.0,Yes,2025-10-29
1918,72.0,No,
1434,70.0,No,
1121,93.0,No,
1637,71.0,Yes,2025-09-28
2324,88.0,Yes,2025-08-09
1138,61.0,Yes,2025-12-30
1549,55.0,Yes,2025-02-09
2285,74.0,Yes,2025-05-26
1504,56.0,No,
1669,53.0,No,
1252,90.0,No,
1662,99.0,No,
2437,75.0,Yes,2025-02-06
1772,75.0,Yes,2025-09-30
1661,77.0,Yes,2025-07-14
1397,100.0,No,
1626,88.0,Yes,
1689,79.0,No,
1172,62.0,Yes,2025-11-26
2430,80.0,Yes,
1297,63.0,Yes,2025-11-08
1853,,No,
1174,81.0,Yes,2025-04-25
1579,97.0,Yes,2025-09-28
1099,,Yes,2025-03-14
2128,96.0,Yes,2025-12-16
1081,80.0,Yes,2025-06-29
1202,55.0,Yes,
1506,91.0,Yes,2025-11-24
1601,94.0,Yes,2025-08-12
2268,95.0,No,
2141,81.0,Yes,
1743,99.0,No,
1875,95.0,Yes,2025-06-09
1435,66.0,Yes,2025-12-02
1598,97.0,Yes,2025-02-23
1616,62.0,No,
1536,97.0,Yes,2025-05-23
1707,91.0,No,
1023,70.0,Yes,
1898,57.0,No,
1081,98.0,No,
1277,72.0,No,
2061,95.0,No,
1626,97.0,No,
1944,66.0,Yes,2025-08-27
2083,75.0,No,
2421,79.0,Yes,2025-07-28
1305,76.0,Yes,2025-10-15
1451,91.0,Yes,2025-08-24
1699,74.0,Yes,2025-03-04
1459,74.0,Yes,2025-09-19
1626,92.0,No,
1444,61.0,Yes,2025-06-11
1720,62.0,No,
1003,94.0,No,
1168,70.0,Yes,2025-10-26
1468,82.0,Yes,2025-11-16
1395,55.0,No,
1926,72.0,No,
2328,100.0,Yes,2025-07-11
1568,76.0,No,
2134,91.0,Yes,2025-05-10
1154,72.0,Yes,2025-06-02
1348,89.0,No,
1568,91.0,Yes,2025-02-02
1253,64.0,No,
1898,,Yes,2025-02-19
2061,64.0,No,
2257,55.0,No,
1884,57.0,Yes,2025-07-15
2151,100.0,No,
2101,96.0,No,
1592,86.0,No,
1993,52.0,Yes,2025-09-02
1233,86.0,No,
1065,54.0,No,
1722,57.0,No,
2372,54.0,Yes,2025-01-21
1913,63.0,Yes,2025-03-02
2157,75.0,Yes,
2275,81.0,Yes,2025-04-21
1026,76.0,Yes,2025-11-21
1528,86.0,Yes,2025-02-10
1947,94.0,No,
2160,57.0,No,
1212,100.0,No,
2411,99.0,Yes,2025-11-16
2425,69.0,No,
1193,78.0,Yes,2025-07-10
1113,71.0,No,
1694,75.0,Yes,2025-09-24
1721,62.0,No,
1847,75.0,Yes,2025-11-22
1117,96.0,Yes,2025-06-03
2448,69.0,Yes,2025-05-11
2110,81.0,Yes,2025-03-07
1166,94.0,No,
1931,97.0,No,
1263,98.0,Yes,2025-10-21
1914,82.0,No,
1517,96.0,No,
1679,65.0,No,
1220,96.0,No,
1295,91.0,No,
2196,69.0,No,
2481,65.0,No,
1492,77.0,No,
1762,50.0,No,
1175,,No,
2432,99.0,Yes,2025-06-01
2287,,No,
1437,63.0,Yes,
2329,86.0,Yes,2025-02-01
1360,98.0,Yes,2025-01-14
1580,59.0,Yes,2025-11-16
1317,94.0,No,
1572,63.0,Yes,2025-07-03
2299,52.0,No,
1730,82.0,Yes,2025-01-04
1787,98.0,No,
2250,,Yes,2025-09-01
1022,88.0,No,
2396,73.0,No,
1802,95.0,Yes,2025-02-16
2041,92.0,No,
1590,75.0,Yes,2025-12-08
1939,71.0,Yes,2025-07-24
2091,98.0,No,
2406,71.0,Yes,2025-01-20
2329,60.0,No,
1328,100.0,No,
2368,73.0,No,
1987,,No,
1791,63.0,Yes,2025-10-28
2420,62.0,Yes,2025-03-14
1071,88.0,Yes,2025-04-03
2189,62.0,No,
2043,71.0,No,
1362,77.0,Yes,2025-09-08
1365,65.0,No,
2326,71.0,Yes,2025-03-28
1968,97.0,No,
1272,99.0,No,
1573,81.0,Yes,2025-05-01
2362,92.0,Yes,
1692,,No,
1664,95.0,No,
2448,78.0,Yes,2025-08-27
1263,98.0,No,
2317,52.0,No,
2473,72.0,Yes,2025-12-17
1350,54.0,Yes,2025-04-09
2030,75.0,Yes,2025-09-22
1244,98.0,Yes,2025-06-20
1055,,No,
1159,75.0,No,
2042,71.0,No,
1208,80.0,Yes,2025-12-17
1224,89.0,Yes,2025-01-07
2280,,No,
1377,96.0,No,
2362,98.0,No,
1589,63.0,Yes,2025-11-18
1219,98.0,Yes,2025-01-22
2180,55.0,No,
1199,83.0,Yes,2025-07-24
1820,88.0,No,
1988,93.0,No,
2294,59.0,No,
1813,55.0,Yes,
2419,,Yes,2025-08-12
1192,,No,
2016,98.0,Yes,2025-09-25
1849,,Yes,2025-10-30
1452,85.0,No,
1192,54.0,Yes,2025-06-10
2035,94.0,No,
1794,72.0,Yes,2025-01-23
2421,52.0,Yes,2025-05-06
2207,64.0,Yes,2025-04-29
1483,76.0,No,
1534,83.0,Yes,2025-04-09
2454,79.0,Yes,2025-12-09
1793,92.0,Yes,2025-04-25
2337,75.0,Yes,2025-04-02
1553,,No,
1097,,No,
1483,99.0,Yes,2025-03-01
1520,83.0,Yes,
1934,79.0,Yes,2025-08-17
1021,,No,
2446,84.0,No,
2072,87.0,Yes,2025-11-23
2430,60.0,No,
1690,67.0,No,
1708,56.0,Yes,2025-10-29
2157,,No,
2103,97.0,No,
1309,70.0,No,
1884,65.0,No,
1139,87.0,Yes,2025-02-22
1734,50.0,No,
1445,71.0,Yes,2025-07-04
2008,65.0,No,
1838,85.0,Yes,2025-05-01
1991,53.0,Yes,2025-07-10
1942,82.0,Yes,2025-07-05
1609,89.0,No,
1807,82.0,No,
1576,58.0,No,
2316,70.0,Yes,2025-10-24
1249,51.0,No,
1262,86.0,Yes,2025-02-05
1790,51.0,No,
2423,54.0,Yes,2025-01-23
2002,74.0,Yes,2025-03-04
1683,86.0,Yes,2025-02-20
1818,88.0,No,
1879,76.0,Yes,2025-05-21
1201,,Yes,2025-09-16
1431,77.0,No,
1610,84.0,Yes,2025-10-25
2296,93.0,Yes,2025-03-11
1715,81.0,No,
2088,54.0,Yes,2025-09-17
2244,54.0,No,
1763,50.0,Yes,2025-11-03
1137,81.0,No,
2338,51.0,Yes,2025-06-30
2086,94.0,Yes,2025-09-13
1210,53.0,No,
1305,52.0,No,
1014,92.0,No,
2480,78.0,No,
1507,76.0,Yes,2025-02-21
1939,62.0,No,
1942,79.0,Yes,2025-05-02
2251,88.0,No,
1752,80.0,Yes,2025-12-21
1215,81.0,Yes,2025-03-13
2375,66.0,No,
1707,99.0,Yes,2025-06-05
1085,62.0,No,
1538,62.0,No,
2316,,No,
2458,84.0,Yes,2025-11-22
1844,63.0,No,
2256,70.0,Yes,2025-02-08
1333,66.0,Yes,2025-09-22
2438,98.0,Yes,2025-02-07
1046,96.0,Yes,2025-02-23
1564,50.0,No,
1185,75.0,No,
1524,81.0,Yes,2025-12-15
1828,88.0,No,
1466,64.0,Yes,2025-01-29
1266,88.0,Yes,2025-05-16
1937,81.0,No,
1464,89.0,No,
2399,89.0,Yes,2025-12-07
2148,72.0,No,
1058,90.0,No,
1837,100.0,No,
1826,,Yes,2025-07-05
1299,60.0,No,
1368,65.0,No,
1763,69.0,Yes,2025-10-01
1777,88.0,Yes,2025-12-18
1335,74.0,Yes,2025-04-15
1042,51.0,Yes,2025-08-24
1934,69.0,Yes,2025-04-06
1210,54.0,No,
1105,62.0,Yes,2025-09-30
1698,68.0,Yes,2025-09-03
1471,97.0,No,
1169,63.0,Yes,2025-03-29
1759,92.0,Yes,2025-10-02
2244,94.0,No,
2353,66.0,No,
1796,90.0,No,
1198,71.0,No,
1154,89.0,No,
1870,82.0,No,
1325,94.0,No,
2427,87.0,No,
2196,73.0,No,
2051,74.0,Yes,2025-07-01
1152,86.0,No,
1685,63.0,No,
1429,84.0,No,
1044,50.0,Yes,
1894,85.0,Yes,2025-02-14
1182,75.0,No,
1404,93.0,No,
1655,63.0,Yes,2025-03-08
2269,52.0,No,
1588,79.0,No,
2323,70.0,Yes,2025-09-04
1167,,No,
1762,60.0,Yes,2025-08-29
1222,77.0,Yes,
1707,58.0,No,
1699,,No,
2466,52.0,Yes,2025-08-02
1335,79.0,Yes,2025-08-19
1758,84.0,No,
1581,95.0,Yes,2025-10-06
1667,89.0,Yes,2025-11-04
2320,,Yes,2025-11-24
1726,52.0,Yes,2025-06-24
1175,60.0,Yes,2025-06-10
1034,93.0,Yes,2025-06-10
1427,64.0,Yes,2025-09-09
1583,89.0,No,
1421,84.0,No,
1486,64.0,Yes,2025-06-11
2029,86.0,No,
1817,56.0,No,
1201,96.0,Yes,
1123,53.0,No,
1591,91.0,Yes,2025-11-14
1233,,No,
1503,99.0,No,
1934,54.0,No,
1564,65.0,No,
1016,83.0,Yes,2025-07-18
1022,,Yes,2025-08-15
2450,84.0,No,
1719,87.0,No,
1998,73.0,Yes,2025-01-12
1517,58.0,Yes,2025-12-31
1680,52.0,No,
1416,90.0,No,
1061,51.0,Yes,2025-04-25
2445,,No,
1299,70.0,No,
1033,57.0,Yes,2025-04-25
1016,94.0,No,
1711,,Yes,2025-01-27
2239,52.0,No,
1757,,No,
1325,90.0,Yes,2025-09-26
1382,53.0,No,
2197,73.0,Yes,2025-10-16
2252,,Yes,2025-04-06
1777,60.0,No,
1455,56.0,Yes,2025-07-28
2352,57.0,No,
1074,56.0,Yes,2025-12-22
1638,54.0,No,
1968,95.0,Yes,2025-08-30
1195,89.0,No,
2383,99.0,Yes,2025-10-31
1641,69.0,Yes,2025-05-12
2074,68.0,No,
2053,84.0,No,
1042,76.0,Yes,2025-04-03
1575,,No,
2000,88.0,Yes,2025-07-29
2084,68.0,Yes,2025-02-04
1158,67.0,Yes,2025-07-26
1325,66.0,No,
1424,66.0,No,
2282,100.0,Yes,2025-07-31
1220,91.0,No,
1120,91.0,No,
1891,70.0,Yes,2025-02-20
1771,59.0,Yes,2025-08-16
1096,62.0,Yes,2025-04-13
1077,96.0,Yes,2025-11-23
1169,74.0,Yes,2025-04-20
1761,63.0,No,
1667,60.0,No,
1184,93.0,Yes,2025-07-19
2049,75.0,Yes,2025-06-08
1129,92.0,No,
2065,63.0,No,
1731,98.0,Yes,2025-02-23
2075,89.0,Yes,2025-08-14
1014,74.0,No,
1785,86.0,No,
2422,76.0,Yes,2025-02-18
2224,75.0,No,
1667,84.0,No,
2451,77.0,No,
1314,,Yes,2025-09-27
1619,57.0,No,
1613,98.0,Yes,
2210,72.0,Yes,2025-04-15
1963,67.0,Yes,2025-12-25
1665,58.0,No,
1283,88.0,Yes,2025-06-17
1682,73.0,No,
1192,,No,
2108,95.0,No,
1585,71.0,No,
2060,57.0,Yes,2025-08-09
2329,82.0,Yes,2025-02-02
1349,95.0,No,
1508,73.0,No,
2421,70.0,Yes,2025-12-07
1348,55.0,Yes,2025-06-10
1767,95.0,Yes,2025-04-03
1688,59.0,Yes,2025-08-06
2130,64.0,No,
1388,96.0,No,
1461,51.0,Yes,2025-06-27
2018,81.0,No,
2160,65.0,No,
1746,75.0,No,
1862,87.0,No,
2422,85.0,No,
1020,66.0,Yes,2025-08-24
2169,63.0,Yes,2025-04-27
1542,59.0,Yes,2025-03-16
2469,,Yes,2025-09-03
1246,93.0,No,
1804,,Yes,2025-02-21
1819,86.0,No,
2035,67.0,Yes,2025-12-07
2284,90.0,Yes,2025-05-29
1446,98.0,No,
1974,92.0,No,
2322,60.0,Yes,
1969,91.0,No,
1944,80.0,Yes,2025-03-20
2151,89.0,Yes,2025-12-31
1884,96.0,No,
2210,87.0,No,
1682,63.0,No,
1434,60.0,Yes,2025-05-09
1541,67.0,Yes,2025-05-25
1512,100.0,No,
1154,82.0,No,
1450,52.0,Yes,2025-07-17
1824,69.0,Yes,2025-02-13
2027,88.0,Yes,2025-03-03
2286,51.0,No,
1446,52.0,No,
1169,74.0,Yes,
1876,64.0,No,
1850,64.0,Yes,2025-03-25
1029,60.0,No,
1850,90.0,Yes,2025-08-17
2201,83.0,Yes,2025-12-28
1216,68.0,Yes,2025-07-03
1656,72.0,Yes,
1584,53.0,Yes,2025-05-22
1914,70.0,Yes,2025-06-21
1368,93.0,Yes,2025-07-31
1408,64.0,No,
1754,,No,
2176,65.0,No,
1164,63.0,Yes,2025-09-05
2233,66.0,No,
1132,57.0,No,
2491,99.0,Yes,2025-08-13
1064,68.0,Yes,2025-12-28
1007,88.0,No,
1521,94.0,No,
1807,68.0,Yes,2025-08-30
1126,59.0,Yes,2025-03-30
1832,55.0,Yes,2025-12-23
2230,76.0,Yes,2025-04-03
1473,63.0,No,
2293,70.0,Yes,2025-12-06
1820,91.0,No,
2193,54.0,No,
2208,65.0,Yes,2025-05-15
1995,100.0,No,
2495,68.0,Yes,2025-03-01
2229,55.0,Yes,2025-12-31
2311,65.0,No,
1678,78.0,Yes,2025-07-13
1154,78.0,Yes,2025-08-13
1758,,No,
1222,77.0,No,
2251,86.0,Yes,2025-03-11
1225,62.0,No,
1657,,No,
1666,82.0,Yes,2025-02-24
2419,92.0,No,
2255,55.0,Yes,2025-09-05
1657,56.0,Yes,2025-06-06
2100,61.0,No,
1089,59.0,No,
1852,,No,
2215,58.0,No,
1384,74.0,Yes,
1020,50.0,No,
1943,,No,
1734,95.0,Yes,2025-11-05
2163,96.0,Yes,2025-03-01
1813,75.0,Yes,2025-10-31
1639,99.0,No,
2298,67.0,Yes,2025-12-05
1805,65.0,Yes,2025-12-06
1739,51.0,No,
1123,55.0,No,
2038,62.0,No,
1421,52.0,No,
1063,53.0,No,
1272,63.0,Yes,2025-05-10
1415,83.0,Yes,2025-03-16
2162,82.0,No,
1205,69.0,No,
2115,73.0,Yes,2025-08-16
1820,52.0,No,
1406,71.0,No,
1761,77.0,No,
1160,81.0,No,
2012,88.0,Yes,2025-03-27
1526,88.0,No,
2395,58.0,Yes,2025-10-02
1200,98.0,Yes,2025-02-04
1425,65.0,Yes,2025-06-30
1536,,Yes,2025-06-13
1655,59.0,No,
1358,81.0,No,
2232,68.0,No,
1168,77.0,No,
1469,80.0,Yes,2025-09-25
2499,100.0,Yes,2025-03-03
2094,51.0,Yes,2025-05-04
2458,83.0,Yes,2025-07-28
1678,,Yes,2025-11-22
1907,91.0,Yes,2025-08-10
2065,100.0,Yes,2025-09-22
1155,67.0,No,
1736,,No,
1820,85.0,Yes,2025-07-22
1778,51.0,No,
2107,51.0,Yes,2025-11-21
1858,60.0,No,
2414,68.0,Yes,2025-02-04
2087,72.0,Yes,2025-08-25
1402,99.0,Yes,2025-08-08
1535,78.0,No,
1370,58.0,No,
1480,94.0,Yes,2025-05-15
2443,,No,
2090,88.0,No,
1494,,No,
1706,57.0,Yes,2025-06-29
2097,76.0,Yes,2025-10-14
2445,88.0,No,
1762,72.0,Yes,2025-05-24
1440,52.0,Yes,2025-12-18
1427,,Yes,2025-04-04
2456,90.0,Yes,2025-09-08
1282,100.0,Yes,2025-04-19
1520,57.0,Yes,2025-06-28
2098,53.0,No,
1405,90.0,Yes,
1823,75.0,Yes,2025-11-26
1169,61.0,No,
2023,76.0,Yes,2025-04-04
2001,60.0,Yes,2025-07-21
1272,93.0,No,
1575,,No,
1924,98.0,No,
2080,98.0,No,
1660,53.0,No,
